bath,balcony,price,total_sqft_float,bhk,price_per_sqft
3.0,2.0,80.0,1741.0,3,4595.060310166571
2.0,2.0,55.0,1436.0,3,3830.08356545961
2.0,2.0,52.0,1230.0,3,4227.642276422765
2.0,2.0,43.57,1245.0,3,3499.598393574297
4.0,3.0,100.0,2500.0,5,4000.0
5.0,1.5843757375501535,130.0,3000.0,8,4333.333333333333
1.0,0.0,95.0,1840.0,2,5163.04347826087
2.0,0.0,42.0,1082.0,3,3881.7005545286506
1.0,1.0,22.0,654.0,1,3363.914373088685
2.0,1.0,35.0,890.0,2,3932.5842696629215
2.0,2.0,43.0,1050.0,2,4095.2380952380954
2.0,3.0,42.0,1007.0,2,4170.8043694141015
2.0,2.0,32.0,795.0,2,4025.1572327044023
2.0,3.0,42.0,1060.0,2,3962.264150943396
2.0,1.0,33.0,750.0,2,4400.0
2.0,3.0,39.0,920.0,2,4239.130434782609
2.0,2.0,42.0,985.0,2,4263.959390862944
2.0,2.0,49.0,1120.0,2,4375.0
2.0,1.0,43.0,1110.0,2,3873.873873873874
2.0,3.0,50.0,1170.0,2,4273.504273504273
2.0,1.0,32.0,800.0,2,4000.0
2.0,3.0,66.0,1415.0,3,4664.310954063604
2.0,1.5843757375501535,78.0,1635.0,3,4770.642201834862
3.0,1.0,172.0,1600.0,4,10750.0
2.0,2.0,45.0,1100.0,3,4090.909090909091
1.0,1.0,20.0,500.0,1,4000.0
1.0,1.0,19.5,600.0,1,3250.0
2.0,1.0,32.0,950.0,2,3368.4210526315787
2.0,1.0,30.0,904.0,2,3318.5840707964603
2.0,1.0,34.0,1000.0,2,3400.0
2.0,1.0,35.0,1015.0,2,3448.2758620689656
3.0,2.0,41.0,1240.0,3,3306.451612903226
3.0,1.0,42.0,1280.0,3,3281.25
2.0,2.0,125.0,1517.0,2,8239.947264337508
3.0,3.0,160.0,1839.0,3,8700.380641653072
3.0,2.0,35.0,1400.0,3,2500.0
4.0,2.0,89.0,2400.0,4,3708.3333333333335
2.0,1.0,49.5,1200.0,2,4125.0
2.0,0.0,62.0,1200.0,2,5166.666666666667
3.0,1.0,70.0,1200.0,3,5833.333333333333
2.0,2.0,105.0,1660.0,3,6325.301204819277
2.0,2.0,27.0,850.0,2,3176.470588235294
2.0,1.0,22.8,829.0,2,2750.301568154403
2.0,1.0,59.0,1012.0,2,5830.0395256917
2.0,2.0,59.0,1012.0,2,5830.0395256917
2.0,1.0,62.0,1012.0,2,6126.482213438735
3.0,2.0,75.0,1480.0,3,5067.5675675675675
3.0,2.0,70.0,1430.0,3,4895.104895104895
1.0,1.0,18.0,450.0,1,4000.0
2.0,1.0,52.0,1125.0,2,4622.222222222223
2.0,3.0,48.0,1150.0,2,4173.913043478261
2.0,1.0,45.0,1026.0,2,4385.964912280701
2.0,2.0,38.5,907.0,2,4244.7629547960305
2.0,1.0,42.0,900.0,2,4666.666666666667
2.0,3.0,58.0,1299.0,2,4464.973056197075
2.0,2.0,57.0,1190.0,3,4789.915966386555
2.0,2.0,75.0,1495.0,3,5016.722408026756
3.0,3.0,66.0,1400.0,3,4714.285714285715
7.0,2.0,125.0,2700.0,5,4629.62962962963
4.0,2.0,125.0,2700.0,5,4629.62962962963
2.0,2.0,55.0,1166.0,2,4716.981132075472
2.0,2.0,56.0,1117.0,2,5013.428827215756
2.0,1.0,55.0,1200.0,2,4583.333333333333
2.0,2.0,60.0,1200.0,2,5000.0
2.0,1.0,51.0,1013.0,2,5034.550839091807
3.0,0.0,65.0,1320.0,3,4924.242424242424
3.0,2.0,65.0,1324.0,3,4909.365558912386
1.0,1.0,53.0,655.0,1,8091.603053435115
2.0,1.0,98.0,1270.0,2,7716.535433070866
3.0,2.0,150.0,1820.0,3,8241.758241758242
2.0,1.0,150.0,1490.0,2,10067.114093959732
4.0,1.0,270.0,2700.0,3,10000.0
4.0,2.0,260.0,2392.0,3,10869.565217391304
4.0,2.0,260.0,2408.0,3,10797.34219269103
4.0,1.0,260.0,2500.0,3,10400.0
5.0,3.0,335.0,3252.0,4,10301.353013530135
5.0,2.0,335.0,3197.0,4,10478.573662808883
4.0,0.0,88.0,1440.0,4,6111.111111111111
1.0,1.0,30.84,700.0,1,4405.714285714285
1.0,1.0,30.84,700.0,1,4405.714285714285
2.0,1.0,51.99,1170.0,2,4443.589743589743
2.0,1.0,50.66,1140.0,2,4443.859649122807
2.0,1.0,53.33,1200.0,2,4444.166666666667
2.0,2.0,50.66,1140.0,2,4443.859649122807
2.0,1.0,55.55,1250.0,2,4444.0
2.0,1.0,53.33,1200.0,2,4444.166666666667
2.0,1.0,55.55,1250.0,2,4444.0
2.0,2.0,50.66,1140.0,2,4443.859649122807
2.0,2.0,50.66,1140.0,2,4443.859649122807
3.0,2.0,88.0,1909.0,3,4609.743321110529
2.0,3.0,73.95,1664.0,3,4444.110576923077
7.0,2.0,85.0,2456.0,7,3460.912052117264
1.0,0.0,58.0,884.0,2,6561.085972850678
2.0,3.0,180.0,2400.0,3,7500.0
2.0,2.0,85.0,1423.0,3,5973.295853829937
4.0,3.0,160.0,3000.0,4,5333.333333333333
6.0,1.0,375.0,3746.0,4,10010.6780565937
2.0,2.0,47.0,1165.0,2,4034.3347639484978
2.0,1.0,42.5,1060.0,2,4009.433962264151
2.0,1.0,57.0,1075.0,2,5302.325581395349
2.0,1.0,50.0,1000.0,2,5000.0
7.0,1.5843757375501535,90.0,4000.0,7,2250.0
2.0,1.0,102.0,1253.0,2,8140.462889066241
1.0,1.0,110.0,1005.0,2,10945.273631840795
2.0,3.0,100.0,1290.0,2,7751.937984496124
2.0,3.0,110.0,1300.0,2,8461.538461538461
2.0,2.0,119.0,1325.0,2,8981.132075471698
2.0,3.0,100.0,1260.0,2,7936.507936507936
2.0,1.0,200.0,1900.0,2,10526.315789473685
2.0,1.0,150.0,1320.0,2,11363.636363636364
2.0,2.0,110.0,1320.0,2,8333.333333333334
2.0,1.0,100.0,1083.0,2,9233.610341643584
2.0,1.0,128.0,1180.0,2,10847.457627118643
2.0,2.0,125.0,1370.0,2,9124.087591240876
2.0,2.0,85.0,1100.0,2,7727.272727272727
2.0,2.0,100.0,1200.0,2,8333.333333333334
2.0,2.0,103.0,1350.0,2,7629.62962962963
2.0,1.0,100.0,1260.0,2,7936.507936507936
3.0,2.0,160.0,1580.0,3,10126.582278481013
3.0,2.0,130.0,1750.0,3,7428.571428571428
4.0,1.0,275.0,2292.0,3,11998.25479930192
2.0,3.0,155.0,1835.0,3,8446.866485013625
3.0,2.0,180.0,2200.0,3,8181.818181818182
3.0,1.5843757375501535,210.0,1975.0,3,10632.911392405063
3.0,1.0,130.0,1750.0,3,7428.571428571428
3.0,1.5843757375501535,125.0,1594.0,3,7841.907151819322
3.0,3.0,150.0,1900.0,3,7894.736842105263
3.0,1.0,135.0,1500.0,3,9000.0
3.0,1.0,200.0,1744.0,3,11467.88990825688
2.0,1.0,130.0,1720.0,3,7558.139534883721
3.0,1.0,170.0,1600.0,3,10625.0
4.0,3.0,150.0,1910.0,3,7853.4031413612565
2.0,0.0,140.0,1600.0,3,8750.0
5.0,2.0,425.0,3500.0,4,12142.857142857143
6.0,2.0,325.0,2503.0,4,12984.418697562924
4.0,1.5843757375501535,775.0,5985.0,4,12949.039264828738
5.0,1.5843757375501535,600.0,5000.0,4,12000.0
16.0,1.5843757375501535,550.0,10000.0,16,5500.0
2.0,1.0,48.23,1206.0,2,3999.1708126036483
2.0,1.0,47.88,1197.0,2,4000.0
2.0,1.0,47.8,1197.0,2,3993.316624895572
2.0,1.0,42.79,1070.0,2,3999.0654205607475
3.0,2.0,45.0,1270.0,3,3543.3070866141734
2.0,2.0,59.4,1485.0,3,4000.0
2.0,3.0,48.6,1215.0,3,4000.0
2.0,1.0,56.15,1404.0,3,3999.287749287749
1.0,1.0,30.0,627.0,1,4784.688995215311
1.0,0.0,75.0,1500.0,1,5000.0
2.0,2.0,58.0,1186.0,2,4890.387858347386
2.0,2.0,58.0,1187.0,2,4886.2679022746415
2.0,2.0,59.0,1185.0,2,4978.9029535864975
2.0,2.0,56.0,1145.0,2,4890.829694323144
2.0,1.5843757375501535,69.0,1455.0,2,4742.268041237114
2.0,2.0,58.0,1185.0,2,4894.514767932489
2.0,2.0,53.0,1075.0,2,4930.232558139535
2.0,2.0,54.0,1141.0,2,4732.690622261174
2.0,2.0,57.0,1160.0,2,4913.793103448276
2.0,2.0,55.0,1095.0,2,5022.83105022831
2.0,2.0,56.0,1142.0,2,4903.6777583187395
2.0,2.0,54.0,1074.0,2,5027.932960893855
2.0,1.0,60.0,1285.0,2,4669.260700389105
2.0,2.0,53.0,1075.0,2,4930.232558139535
2.0,2.0,56.0,1140.0,2,4912.2807017543855
2.0,1.0,70.0,1400.0,2,5000.0
2.0,2.0,56.0,1140.0,2,4912.2807017543855
2.0,2.0,59.0,1185.0,2,4978.9029535864975
2.0,2.0,55.0,1130.0,2,4867.256637168141
2.0,2.0,54.0,1094.0,2,4936.014625228519
2.0,2.0,65.0,1400.0,2,4642.857142857143
2.0,2.0,59.0,1195.0,2,4937.238493723849
3.0,1.5843757375501535,110.0,1828.0,3,6017.505470459519
3.0,2.0,105.0,1847.0,3,5684.89442338928
3.0,3.0,76.0,1580.0,3,4810.126582278481
3.0,3.0,70.0,1435.0,3,4878.048780487805
3.0,2.0,110.0,1847.0,3,5955.603681645913
3.0,3.0,71.0,1460.0,3,4863.013698630137
3.0,3.0,70.0,1436.0,3,4874.651810584958
3.0,3.0,71.0,1462.0,3,4856.361149110807
3.0,2.0,105.0,1790.0,3,5865.921787709497
3.0,3.0,76.1,1583.0,3,4807.327858496525
3.0,0.0,97.0,1790.0,3,5418.994413407821
2.0,2.0,106.0,1786.0,3,5935.05039193729
3.0,2.0,107.0,1787.0,3,5987.688864017907
3.0,3.0,66.0,1365.0,3,4835.1648351648355
3.0,3.0,76.0,1581.0,3,4807.084123972169
3.0,3.0,67.0,1385.0,3,4837.545126353791
3.0,3.0,76.0,1581.0,3,4807.084123972169
3.0,2.0,105.0,1790.0,3,5865.921787709497
3.0,3.0,71.5,1454.0,3,4917.469050894085
5.0,1.5843757375501535,230.0,3401.0,4,6762.7168479858865
4.0,2.0,175.0,2700.0,4,6481.481481481482
5.0,2.0,550.0,9600.0,5,5729.166666666667
2.0,2.0,35.0,1200.0,2,2916.6666666666665
2.0,2.0,38.0,1100.0,2,3454.5454545454545
1.0,0.0,77.5,1290.0,2,6007.751937984496
2.0,1.0,140.0,1650.0,4,8484.848484848484
3.0,1.5843757375501535,285.0,2180.0,3,13073.394495412844
3.0,3.0,273.0,2180.0,3,12522.935779816513
1.0,1.0,33.0,720.0,1,4583.333333333333
2.0,1.0,53.5,1152.0,2,4644.097222222223
2.0,2.0,43.0,1027.0,2,4186.952288218111
2.0,2.0,43.0,1027.0,2,4186.952288218111
2.0,2.0,44.0,1024.0,2,4296.875
2.0,1.0,50.0,1076.0,2,4646.840148698885
2.0,2.0,44.0,1027.0,2,4284.323271665044
2.0,2.0,56.0,1300.0,2,4307.692307692308
2.0,2.0,44.0,1027.0,2,4284.323271665044
2.0,1.0,44.0,1027.0,2,4284.323271665044
2.0,1.0,46.0,1110.0,2,4144.144144144144
2.0,2.0,44.0,1027.0,2,4284.323271665044
2.0,2.0,44.0,1027.0,2,4284.323271665044
2.0,1.0,52.0,1162.0,2,4475.043029259897
2.0,2.0,65.94,1570.0,3,4200.0
2.0,1.0,60.0,1245.0,3,4819.277108433735
3.0,1.0,114.0,2100.0,4,5428.571428571428
1.0,1.0,52.0,703.0,1,7396.870554765292
2.0,3.0,55.0,1238.0,2,4442.64943457189
2.0,1.0,50.0,1113.0,2,4492.36298292902
2.0,1.0,50.0,1185.0,2,4219.4092827004215
2.0,1.0,38.25,812.0,2,4710.591133004926
2.0,1.0,86.0,1336.0,2,6437.125748502994
3.0,3.0,56.0,1464.0,2,3825.136612021858
2.0,2.0,75.0,1164.0,2,6443.298969072165
2.0,2.0,53.0,1310.0,2,4045.8015267175574
3.0,2.0,83.0,1535.0,3,5407.166123778502
3.0,2.0,85.0,1535.0,3,5537.459283387622
3.0,1.0,78.0,1535.0,3,5081.4332247557
3.0,2.0,86.0,1535.0,3,5602.605863192182
2.0,1.0,92.0,1564.0,3,5882.35294117647
3.0,2.0,86.0,1535.0,3,5602.605863192182
3.0,2.0,83.0,1532.0,3,5417.754569190601
3.0,2.0,80.0,1656.0,3,4830.917874396136
3.0,2.0,75.0,1656.0,3,4528.985507246377
3.0,2.0,85.0,1535.0,3,5537.459283387622
3.0,2.0,110.0,1850.0,3,5945.945945945946
2.0,2.0,61.11,1432.0,3,4267.458100558659
6.0,0.0,205.0,3850.0,4,5324.675324675325
3.0,2.0,64.0,1445.0,3,4429.065743944637
2.0,2.0,60.0,1060.0,2,5660.377358490566
2.0,2.0,65.0,1480.0,2,4391.891891891892
2.0,0.0,250.0,1150.0,2,21739.130434782608
4.0,1.5843757375501535,350.0,2200.0,3,15909.09090909091
3.0,3.0,207.0,2000.0,3,10350.0
5.0,1.0,800.0,3500.0,4,22857.14285714286
2.0,2.0,52.6,1240.0,2,4241.935483870968
2.0,2.0,65.0,1488.0,3,4368.279569892473
1.0,1.0,78.0,850.0,1,9176.470588235294
2.0,1.0,58.0,1000.0,2,5800.0
2.0,3.0,60.0,1081.0,2,5550.416281221092
2.0,1.0,70.0,1310.0,3,5343.511450381679
3.0,1.0,75.0,1200.0,3,6250.0
4.0,1.0,139.0,2000.0,4,6950.0
3.0,2.0,110.0,2450.0,4,4489.7959183673465
7.0,0.0,150.0,3200.0,7,4687.5
7.0,3.0,145.0,3100.0,7,4677.419354838709
4.0,1.5843757375501535,190.0,3750.0,4,5066.666666666667
2.0,2.0,50.0,1180.0,2,4237.28813559322
2.0,2.0,43.71,1410.0,3,3100.0
2.0,1.0,57.99,735.0,2,7889.7959183673465
2.0,1.0,82.0,1047.0,2,7831.900668576886
2.0,1.0,84.0,1047.0,2,8022.9226361031515
2.0,1.0,83.0,1047.0,2,7927.411652340019
2.0,1.0,82.62,1047.0,2,7891.117478510028
2.0,1.0,72.0,1047.0,2,6876.790830945559
2.0,1.0,70.0,1065.0,2,6572.769953051643
2.0,3.0,74.0,1315.0,2,5627.376425855513
2.0,1.0,65.0,1175.0,2,5531.914893617021
3.0,2.0,125.0,1724.0,3,7250.580046403712
3.0,3.0,105.0,1397.0,3,7516.1059413027915
3.0,2.0,127.0,1724.0,3,7366.589327146172
3.0,2.0,110.0,1397.0,3,7874.0157480314965
3.0,2.0,104.0,1397.0,3,7444.523979957051
3.0,3.0,108.0,1397.0,3,7730.851825340014
3.0,2.0,150.0,1920.0,3,7812.5
3.0,3.0,105.0,1397.0,3,7516.1059413027915
3.0,2.0,124.0,1724.0,3,7192.5754060324825
3.0,1.0,146.0,1724.0,3,8468.677494199535
3.0,1.0,125.0,1724.0,3,7250.580046403712
3.0,3.0,105.0,1397.0,3,7516.1059413027915
3.0,1.0,146.0,1724.0,3,8468.677494199535
3.0,2.0,128.0,1724.0,3,7424.593967517401
3.0,2.0,150.0,2100.0,3,7142.857142857143
3.0,1.0,125.0,1724.0,3,7250.580046403712
3.0,3.0,140.0,1724.0,3,8120.649651972158
4.0,3.0,550.0,7000.0,4,7857.142857142857
4.0,3.0,230.0,3092.0,4,7438.551099611902
2.0,1.0,69.0,1280.0,2,5390.625
2.0,2.0,90.0,1505.0,2,5980.066445182724
3.0,2.0,140.0,2600.0,3,5384.615384615385
3.0,3.0,95.0,1800.0,3,5277.777777777777
1.0,0.0,69.0,1200.0,1,5750.0
3.0,0.0,70.0,1200.0,3,5833.333333333333
4.0,2.0,160.0,2200.0,3,7272.727272727273
1.0,1.0,25.0,450.0,1,5555.555555555556
3.0,2.0,99.0,1200.0,3,8250.0
1.0,2.0,32.0,665.0,1,4812.0300751879695
2.0,2.0,55.0,1043.0,2,5273.250239693192
2.0,1.0,62.0,1184.0,2,5236.486486486487
2.0,2.0,80.0,1400.0,3,5714.285714285715
2.0,1.0,115.0,1200.0,2,9583.333333333334
1.0,1.0,48.0,1200.0,1,4000.0
1.0,0.0,60.0,1500.0,1,4000.0
2.0,0.0,75.0,1200.0,2,6250.0
5.0,2.0,125.0,2800.0,5,4464.285714285715
1.0,1.0,22.8,600.0,1,3800.0
2.0,1.0,28.0,750.0,2,3733.3333333333335
2.0,1.0,31.0,780.0,2,3974.358974358974
9.0,1.5843757375501535,166.0,4500.0,9,3688.8888888888887
3.0,1.0,120.0,1390.0,3,8633.093525179856
3.0,3.0,120.0,1800.0,3,6666.666666666667
3.0,1.0,265.0,3000.0,3,8833.333333333334
2.0,2.0,75.0,1185.0,2,6329.113924050633
2.0,2.0,75.0,1180.0,2,6355.932203389831
2.0,1.0,75.0,1179.0,2,6361.323155216285
2.0,1.0,75.0,1149.0,2,6527.415143603133
2.0,2.0,75.0,1175.0,2,6382.978723404255
2.0,1.0,75.0,1190.0,2,6302.5210084033615
2.0,1.0,75.0,1200.0,2,6250.0
2.0,2.0,75.0,1200.0,2,6250.0
2.0,2.0,75.0,1165.0,2,6437.768240343347
2.0,1.0,75.0,1145.0,2,6550.218340611354
2.0,2.0,75.0,1210.0,2,6198.347107438017
2.0,2.0,75.0,1169.0,2,6415.739948674081
2.0,1.0,75.0,1200.0,2,6250.0
2.0,1.0,75.0,1172.0,2,6399.317406143345
2.0,2.0,75.0,1172.0,2,6399.317406143345
2.0,1.0,75.0,1180.0,2,6355.932203389831
2.0,2.0,80.0,1200.0,2,6666.666666666667
2.0,1.0,75.0,1195.0,2,6276.150627615063
2.0,1.0,80.0,1200.0,2,6666.666666666667
2.0,1.0,108.0,1600.0,3,6750.0
4.0,1.0,75.5,2000.0,4,3775.0
2.0,0.0,75.0,1200.0,2,6250.0
6.0,2.0,120.0,3500.0,8,3428.5714285714284
2.0,1.0,48.0,856.0,2,5607.476635514019
2.0,2.0,185.0,2400.0,3,7708.333333333333
4.0,3.0,367.0,3675.0,4,9986.394557823129
5.0,2.0,649.0,2777.29,3,23368.10343896388
2.0,2.0,115.0,1355.0,2,8487.084870848708
2.0,2.0,200.0,2031.0,2,9847.365829640572
3.0,2.0,65.0,1431.0,3,4542.278127183788
3.0,1.0,72.0,1535.0,3,4690.553745928339
2.0,0.0,150.0,1000.0,2,15000.0
2.0,1.0,156.0,985.0,2,15837.56345177665
3.0,0.0,300.0,1919.0,3,15633.142261594581
2.0,1.0,76.0,1140.0,2,6666.666666666667
3.0,1.0,110.0,1614.0,3,6815.365551425031
3.0,2.0,145.0,1584.0,4,9154.040404040405
3.0,1.0,95.0,1521.0,3,6245.890861275477
3.0,1.0,95.0,1511.0,3,6287.22700198544
3.0,1.0,109.0,1683.0,3,6476.5300059417705
3.0,1.0,94.99,1521.0,3,6245.233399079553
3.0,1.0,94.71,1521.0,3,6226.824457593689
3.0,1.0,110.0,1705.0,3,6451.612903225807
3.0,1.0,113.0,1682.0,3,6718.192627824019
3.0,1.0,114.0,1682.0,3,6777.645659928657
3.0,1.0,95.0,1506.0,3,6308.100929614874
3.0,1.0,110.0,1683.0,3,6535.9477124183
4.0,2.0,154.0,2245.0,4,6859.688195991092
4.0,2.0,153.0,2236.0,4,6842.57602862254
2.0,1.0,80.0,1350.0,2,5925.925925925926
2.0,2.0,55.0,1035.0,2,5314.009661835748
2.0,2.0,55.0,1250.0,2,4400.0
3.0,2.0,90.0,1950.0,3,4615.384615384615
6.0,1.5843757375501535,245.0,2400.0,6,10208.333333333334
2.0,0.0,200.0,1250.0,2,16000.0
2.0,2.0,65.0,1500.0,3,4333.333333333333
3.0,2.0,65.0,1500.0,3,4333.333333333333
2.0,0.0,90.0,1200.0,3,7500.0
2.0,1.0,40.0,970.0,2,4123.711340206186
2.0,1.0,36.0,1050.0,2,3428.5714285714284
2.0,1.0,90.0,1191.0,2,7556.675062972292
3.0,1.0,115.0,1783.0,3,6449.8037016264725
4.0,1.0,88.0,2400.0,4,3666.6666666666665
4.0,1.0,68.0,1800.0,5,3777.777777777778
2.0,1.0,34.0,1200.0,2,2833.3333333333335
2.0,1.0,35.0,1000.0,2,3500.0
2.0,2.0,45.0,1165.0,2,3862.6609442060085
3.0,2.0,39.0,1250.0,3,3120.0
3.0,2.0,39.5,1250.0,3,3160.0
2.0,1.0,50.0,1116.0,2,4480.286738351255
2.0,1.0,41.1,884.0,2,4649.321266968326
2.0,0.0,46.5,1000.0,2,4650.0
2.0,1.0,51.89,1116.0,2,4649.641577060932
2.0,2.0,50.0,940.0,2,5319.148936170212
2.0,1.0,55.38,1191.0,3,4649.8740554156175
2.0,1.0,68.0,1318.0,3,5159.332321699545
2.0,0.0,55.195,1187.0,3,4649.957877000842
2.0,2.0,93.0,1500.0,4,6200.0
1.0,1.0,35.0,730.0,1,4794.520547945205
2.0,3.0,52.0,1150.0,2,4521.739130434783
2.0,3.0,57.6,1260.0,2,4571.428571428572
2.0,1.0,53.8,1146.0,2,4694.5898778359515
2.0,1.0,53.4,1137.0,2,4696.5699208443275
2.0,1.0,54.0,1152.0,2,4687.5
2.0,1.0,56.9,1212.0,2,4694.7194719471945
2.0,1.0,58.0,1236.0,2,4692.556634304207
2.0,1.0,58.0,1236.0,2,4692.556634304207
2.0,2.0,53.0,1120.0,2,4732.142857142857
3.0,3.0,78.0,1720.0,3,4534.883720930233
2.0,1.0,67.39,1434.0,3,4699.442119944212
2.0,1.0,76.0,1620.0,3,4691.358024691358
2.0,2.0,65.8,1400.0,3,4700.0
3.0,2.0,75.0,1450.0,3,5172.413793103448
3.0,2.0,78.0,1505.0,3,5182.724252491695
2.0,1.0,70.0,1500.0,3,4666.666666666667
2.0,3.0,67.0,1410.0,2,4751.77304964539
2.0,2.0,73.0,1410.0,2,5177.304964539007
2.0,1.0,80.0,1105.0,2,7239.819004524887
2.0,3.0,110.0,1200.0,3,9166.666666666666
5.0,1.0,158.0,1575.0,4,10031.746031746032
5.0,3.0,233.0,1500.0,4,15533.333333333334
6.0,3.0,300.0,3000.0,6,10000.0
2.0,2.0,60.0,1000.0,2,6000.0
2.0,1.0,43.66,999.0,2,4370.37037037037
2.0,1.0,40.0,1134.0,2,3527.336860670194
3.0,2.0,60.0,1685.0,3,3560.8308605341244
2.0,3.0,62.0,1567.0,3,3956.6049776643267
1.0,1.0,15.0,485.0,1,3092.783505154639
1.0,1.0,15.0,500.0,1,3000.0
3.0,0.0,70.0,1168.0,3,5993.1506849315065
3.0,2.0,75.0,1500.0,3,5000.0
2.0,2.0,61.0,1340.0,2,4552.238805970149
2.0,2.0,70.0,1325.0,2,5283.018867924528
2.0,1.0,70.0,1325.0,2,5283.018867924528
2.0,1.0,40.0,905.0,2,4419.889502762431
2.0,1.5843757375501535,65.0,1325.0,2,4905.66037735849
2.0,2.0,69.0,1565.0,2,4408.945686900958
3.0,2.0,95.0,1665.0,3,5705.705705705705
3.0,2.0,86.58,1665.0,3,5200.0
3.0,2.0,86.91,1665.0,3,5219.81981981982
2.0,2.0,64.08,1100.0,2,5825.454545454545
3.0,3.0,60.0,1225.0,3,4897.959183673469
2.0,2.0,46.5,1140.0,2,4078.9473684210525
2.0,2.0,46.86,1225.0,2,3825.3061224489797
2.0,2.0,50.0,1052.0,2,4752.851711026616
2.0,2.0,50.0,1065.0,2,4694.835680751174
2.0,3.0,55.0,1210.0,2,4545.454545454545
2.0,1.0,40.0,1060.0,2,3773.5849056603774
2.0,1.0,55.0,1245.0,2,4417.6706827309235
2.0,2.0,46.0,1200.0,2,3833.3333333333335
2.0,2.0,52.0,1225.0,2,4244.897959183673
3.0,2.0,75.0,1785.0,3,4201.680672268908
2.0,1.0,69.5,1430.0,3,4860.1398601398605
1.0,2.0,67.0,705.0,1,9503.54609929078
1.0,1.0,60.0,480.0,1,12500.0
2.0,1.0,95.0,900.0,2,10555.555555555555
2.0,1.0,158.0,1420.0,2,11126.760563380281
2.0,1.0,120.0,1290.0,2,9302.32558139535
2.0,1.0,90.0,900.0,2,10000.0
2.0,1.5843757375501535,140.0,1500.0,2,9333.333333333334
2.0,3.0,125.0,1410.0,2,8865.248226950354
4.0,3.0,332.0,2475.0,3,13414.141414141413
4.0,3.0,320.0,2475.0,3,12929.29292929293
3.0,2.0,250.0,2000.0,3,12500.0
3.0,1.0,275.0,2215.0,3,12415.349887133183
4.0,3.0,300.0,2475.0,3,12121.212121212122
4.0,1.0,310.0,2215.0,3,13995.48532731377
4.0,3.0,326.0,2475.0,3,13171.717171717171
3.0,3.0,337.0,2476.0,3,13610.662358642972
4.0,1.5843757375501535,270.0,2050.0,3,13170.731707317073
4.0,3.0,337.0,2475.0,3,13616.161616161617
3.0,2.0,275.0,2215.0,3,12415.349887133183
3.0,2.0,275.0,2200.0,3,12500.0
4.0,3.0,326.0,2475.0,3,13171.717171717171
4.0,3.0,340.0,2475.0,3,13737.373737373737
4.0,3.0,300.0,2475.0,3,12121.212121212122
4.0,2.0,306.0,2610.0,4,11724.137931034482
7.0,3.0,2200.0,12000.0,7,18333.333333333332
4.0,3.0,100.0,2800.0,6,3571.4285714285716
2.0,2.0,48.0,1100.0,2,4363.636363636364
2.0,2.0,46.0,1100.0,2,4181.818181818182
2.0,2.0,45.0,1050.0,2,4285.714285714285
3.0,2.0,56.0,1250.0,3,4480.0
3.0,3.0,125.0,1824.0,3,6853.070175438596
2.0,1.0,60.0,1300.0,2,4615.384615384615
2.0,2.0,125.0,1200.0,2,10416.666666666666
2.0,2.0,52.0,1140.0,2,4561.403508771929
2.0,2.0,75.0,1600.0,3,4687.5
2.0,2.0,50.0,1199.0,2,4170.141784820684
2.0,2.0,59.0,1307.0,2,4514.154552410099
2.0,1.0,57.0,1095.0,2,5205.479452054795
3.0,2.0,70.25,1508.0,3,4658.488063660478
3.0,3.0,85.0,1840.0,3,4619.565217391304
1.0,1.0,35.0,607.0,1,5766.062602965404
1.0,1.0,55.0,780.0,1,7051.282051282052
2.0,1.5843757375501535,75.0,1100.0,1,6818.181818181818
2.0,1.0,57.0,1220.0,2,4672.131147540984
2.0,2.0,60.0,1200.0,2,5000.0
2.0,1.0,46.96,950.0,2,4943.1578947368425
2.0,2.0,49.85,1019.0,2,4892.051030421982
2.0,1.0,67.0,1215.0,2,5514.40329218107
2.0,2.0,49.86,1019.0,2,4893.032384690873
2.0,2.0,71.55,1325.0,2,5400.0
2.0,1.0,56.5,1220.0,2,4631.147540983607
2.0,1.0,56.0,1152.0,2,4861.111111111111
2.0,1.0,70.0,1146.0,2,6108.202443280978
2.0,1.0,46.9,957.0,2,4900.73145245559
2.0,2.0,52.25,1071.0,2,4878.618113912232
2.0,2.0,58.86,1215.0,2,4844.444444444444
2.0,2.0,53.67,1102.0,2,4870.235934664247
2.0,3.0,60.0,1045.0,2,5741.626794258374
2.0,2.0,58.86,1215.0,2,4844.444444444444
2.0,2.0,73.0,1365.0,2,5347.985347985348
2.0,2.0,70.0,1208.0,2,5794.701986754967
2.0,1.0,47.0,957.0,2,4911.180773249739
2.0,1.0,57.0,1230.0,2,4634.1463414634145
2.0,2.0,58.0,1200.0,2,4833.333333333333
2.0,2.0,52.43,1075.0,2,4877.209302325581
2.0,1.0,58.5,1220.0,2,4795.081967213115
2.0,1.0,45.68,950.0,2,4808.421052631579
2.0,1.0,57.0,1020.0,2,5588.235294117647
3.0,2.0,88.0,1600.0,2,5500.0
2.0,1.0,81.0,1358.0,2,5964.653902798233
2.0,1.0,67.0,1200.0,2,5583.333333333333
2.0,1.0,60.0,1095.0,2,5479.45205479452
2.0,2.0,53.67,1102.0,2,4870.235934664247
2.0,1.0,49.95,1026.0,2,4868.421052631579
2.0,1.0,59.0,1220.0,2,4836.065573770492
2.0,1.0,48.06,881.0,2,5455.16458569807
2.0,2.0,55.0,1065.0,2,5164.319248826291
